ID_music,music,artists,total_artists,released_year,released_month,released_day,released_date,day_week_released,spotify_playlists,spotify_charts,streams,apple_playlists,apple_charts,deezer_playlists,deezer_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
269,Double Fantasy ,"The Weeknd, Future",2,2023,4,21,21/4/2023,Sexta-Feira,1169,0,96180277,36,65,28,0,119,A,Minor,60,10,57,1,0,50,3
270,All Of The Girls You Loved Before,Taylor Swift,1,2019,8,23,23/8/2019,Sexta-Feira,1282,6,185240616,26,6,19,0,96,D,Major,72,40,47,71,0,13,4
271,Provenza,Karol G,1,2022,4,21,21/4/2022,Quinta-Feira,6587,34,885093467,114,104,147,11,111,C#,Major,87,53,52,66,1,11,5
272,Princess Diana ,"Nicki Minaj, Ice Spice",2,2023,4,14,14/4/2023,Sexta-Feira,1444,4,104992946,0,0,0,0,148,A,Major,90,74,68,14,0,10,19
273,Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2,2023,2,3,3/2/2023,Sexta-Feira,356,10,147290338,4,64,4,2,182,A,Major,57,80,59,8,0,6,5
274,Shivers,Ed Sheeran,1,2021,9,9,9/9/2021,Quinta-Feira,10147,30,1302184087,234,71,543,18,141,D,Major,79,82,86,28,0,4,9
275,Igualito A Mi Apá,"Fuerza Regida, Peso Pluma",2,2022,12,30,30/12/2022,Sexta-Feira,265,6,158950978,8,84,5,1,145,E,Minor,76,80,81,19,0,6,9
276,Shoong! ,"TAEYANG, Lisa",2,2023,4,25,25/4/2023,Terça-Feira,351,9,76910644,16,90,10,0,110,B,Minor,76,26,70,1,0,41,6
277,Komang,Raim Laode,1,2022,8,16,16/8/2022,Terça-Feira,158,4,137123880,5,6,1,1,134,G,Major,70,35,41,41,0,10,3
278,Despechá,Rosalía,1,2022,7,28,28/7/2022,Quinta-Feira,7613,33,782369383,180,90,422,15,130,G,Major,92,78,62,18,0,6,10
279,Made You Look,Meghan Trainor,1,2022,10,21,21/10/2022,Sexta-Feira,3956,6,502574952,142,23,127,3,145,A#,Major,84,88,53,35,0,8,7
280,Watch This ,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3,2023,2,5,5/2/2023,Domingo,1638,10,207033255,0,0,21,0,130,B,Minor,69,36,90,1,10,15,4
281,No Se Va,Grupo Frontera,1,2022,4,28,28/4/2022,Quinta-Feira,924,18,404887295,17,80,22,9,173,,Major,59,69,53,12,0,23,3
282,Punto G,Quevedo,1,2022,11,4,4/11/2022,Sexta-Feira,1985,35,381161027,34,26,37,5,92,B,Minor,75,55,76,25,0,10,15
283,Lovers Rock,TV Girl,1,2014,6,5,5/6/2014,Quinta-Feira,6339,13,466231982,3,1,36,1,105,F,Minor,56,57,87,0,1,10,4
284,Metamorphosis,INTERWORLD,1,2021,11,25,25/11/2021,Quinta-Feira,1561,24,357580552,18,78,24,0,175,G,Minor,59,15,64,43,90,12,10
285,Mami Chula,"Quevedo, Jhayco",2,2023,4,27,27/4/2023,Quinta-Feira,875,4,61105704,17,13,27,0,120,G,Minor,80,33,70,22,0,9,4
286,En Paris,"El Chachito, Junior H",2,2022,12,24,24/12/2022,Sábado,406,5,198275403,3,31,2,1,139,D#,Minor,70,77,48,37,0,12,5
287,Set Me Free Pt.2,Jimin,1,2023,3,17,17/3/2023,Sexta-Feira,340,13,168448603,4,71,16,1,132,,Minor,59,56,82,12,0,12,6
288,I Was Never There,"The Weeknd, Gesaffelstein",2,2018,3,29,29/3/2018,Quinta-Feira,4188,15,705469769,30,70,142,0,114,A#,Major,32,17,74,14,0,17,3
289,Don'T Ever Say Love Me ,"RM, Colde",2,2023,5,4,4/5/2023,Quinta-Feira,105,0,34502215,5,9,5,0,145,B,Minor,54,19,48,36,0,37,5
290,Shut Down,BLACKPINK,1,2022,9,16,16/9/2022,Sexta-Feira,1524,17,482175240,53,120,62,0,110,,Major,82,67,69,0,0,18,4
291,Gato De Noche,"Nengo Flow, Bad Bunny",2,2022,12,22,22/12/2022,Quinta-Feira,2651,30,304118600,21,55,32,3,94,G#,Major,89,61,66,17,0,36,16
292,Call Out My Name,The Weeknd,1,2018,3,29,29/3/2018,Quinta-Feira,11087,6,1449799467,151,107,801,1,134,C#,Major,45,17,60,21,0,33,4
293,Like Crazy ,Jimin,1,2023,3,24,24/3/2023,Sexta-Feira,373,19,173627354,4,72,5,0,120,G,Major,62,32,76,0,0,39,4
294,Rosa Pastel,"Jasiel Nuñez, Peso P",2,2023,2,2,2/2/2023,Quinta-Feira,200,4,90025258,8,77,2,1,123,G,Minor,70,86,68,24,0,11,4
295,Sunroof,"Nicky Youre, Dazy",2,2021,12,3,3/12/2021,Sexta-Feira,3741,17,652704649,156,35,110,19,131,A#,Major,77,84,71,35,0,15,4
296,Lose Yourself ,Eminem,1,2002,1,1,1/1/2002,Terça-Feira,32502,21,1829992958,247,54,5.567,1,171,D,Major,70,6,73,1,0,36,26
297,Superman,"Eminem, Dina Rae",2,2002,5,26,26/5/2002,Domingo,7615,14,655466831,18,51,1.005,0,130,E,Minor,80,64,76,2,0,20,6
298,Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,3,2,2/3/2023,Quinta-Feira,1208,34,146409671,10,41,20,0,94,B,Major,82,53,67,34,0,9,8
299,People Pt.2 ,"IU, Agust D",2,2023,4,7,7/4/2023,Sexta-Feira,209,4,95816024,4,45,11,2,89,G,Minor,73,44,57,39,0,32,6
300,Remix Exclusivo,Feid,1,2023,3,17,17/3/2023,Sexta-Feira,1235,9,117206995,20,8,15,0,87,F,Minor,65,71,56,4,0,15,20
301,Arcángel,"Arcangel, Bizarrap",2,2023,3,22,22/3/2023,Quarta-Feira,654,3,100409613,11,3,18,1,124,B,Minor,72,79,78,55,0,15,30
302,Dogtooth,"Tyler, The Creator",2,2023,3,27,27/3/2023,Segunda-Feira,1479,0,80758350,23,0,18,0,78,G#,Major,71,80,65,51,0,22,32
303,"0,440972222222222","Tiësto, Tate M",2,2022,11,1,1/11/2022,Terça-Feira,4942,26,325592432,190,104,147,18,120,G#,Major,70,70,79,7,0,18,10
304,Sorry Not Sorry,"Tyler, The Creator",2,2023,3,31,31/3/2023,Sexta-Feira,709,0,58473276,8,1,13,0,96,F#,Minor,48,50,80,40,0,37,20
305,Happy,NF,1,2023,3,25,25/3/2023,Sábado,660,0,52722996,22,7,11,0,106,G,Major,73,22,86,31,0,12,4
306,La Bebe,Yng Lvcas,1,2021,12,24,24/12/2021,Sexta-Feira,489,17,191945597,4,11,5,1,170,D,Minor,78,75,46,62,0,12,35
307,I Know - Pr1Svx Edit,"Kanii, PR1ISVX",2,2023,3,24,24/3/2023,Sexta-Feira,407,0,77377503,16,15,5,0,134,B,Minor,67,11,76,8,47,30,7
308,Late Night Talking,Harry Styles,1,2022,5,20,20/5/2022,Sexta-Feira,7461,8,743693613,166,42,199,16,115,A#,Major,71,90,73,30,0,11,5
309,Leo,Marília Mendonça,1,2022,12,9,9/12/2022,Sexta-Feira,993,4,267789608,30,84,88,1,130,F#,Major,74,79,87,45,0,30,3
310,Save Your Tears ,"Ariana Grande, The Weeknd",2,2020,3,20,20/3/2020,Sexta-Feira,9161,5,1221813483,240,98,468,3,118,,Major,65,63,79,3,0,10,3
311,Something In The Orange,Zach Bryan,1,2022,4,22,22/4/2022,Sexta-Feira,3282,12,449701773,67,84,46,16,110,G,Major,59,22,38,42,0,12,3
312,Void,Melanie Martinez,1,2023,3,29,29/3/2023,Quarta-Feira,596,0,67070410,29,9,12,0,100,A,Major,72,42,66,18,4,19,4
313,Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2,2023,3,14,14/3/2023,Terça-Feira,320,6,116334601,5,48,2,1,142,G,Minor,70,76,79,26,0,11,7
314,Midnight Rain,Taylor Swift,1,2022,10,21,21/10/2022,Sexta-Feira,2612,4,433356509,19,29,21,0,140,,Major,64,18,37,72,0,12,7
315,If We Ever Broke Up,Mae Stephens,1,2023,2,10,10/2/2023,Sexta-Feira,2040,4,165584767,81,27,66,9,116,G,Major,90,96,73,62,0,9,4
316,You Proof,Morgan Wallen,1,2022,5,13,13/5/2022,Sexta-Feira,2128,9,367814306,37,88,9,0,120,A,Major,73,64,85,25,0,61,3
317,La Inocente,"Feid, Mora",2,2022,4,1,1/4/2022,Sexta-Feira,2598,37,477033549,28,57,43,8,92,F,Minor,76,46,79,31,0,7,6
318,Malas Decisiones,Kenia OS,1,2022,10,26,26/10/2022,Quarta-Feira,542,2,156214700,23,2,21,0,110,G#,Minor,81,64,79,5,0,31,3
319,Murder In My Mind,Kordhell,1,2022,1,21,21/1/2022,Sexta-Feira,2459,20,448843705,20,68,50,0,120,A#,Major,71,57,97,1,0,13,11
320,Gangsta'S Paradise,"Coolio, L.V.",2,1995,7,11,11/7/1995,Terça-Feira,10624,17,1357608774,21,0,386,0,80,G#,Major,63,40,61,9,0,56,6
321,Cairo,"Karol G, Ovy On The Drums",2,2022,11,13,13/11/2022,Domingo,2418,26,294352144,52,66,55,1,115,F,Minor,95,43,69,47,0,9,31
322,I Love You So,The Walters,1,2014,11,28,28/11/2014,Sexta-Feira,7536,7,972164968,44,19,135,0,76,A#,Major,58,46,67,65,0,13,4
323,Dark Red,Steve Lacy,1,2017,2,20,20/2/2017,Segunda-Feira,10431,7,920045682,71,53,181,0,172,F#,Major,60,77,78,45,0,12,6
324,Say You Won'T Let Go,James Arthur,1,2016,9,9,9/9/2016,Sexta-Feira,15722,16,2420461338,231,37,1.509,0,99,A#,Major,40,45,56,69,0,9,5
325,The Hills,The Weeknd,1,2015,5,27,27/5/2015,Quarta-Feira,25744,4,1947371785,122,94,1.992,0,136,,Minor,36,12,57,9,0,14,8
326,Heart To Heart,Mac DeMarco,1,2019,5,10,10/5/2019,Sexta-Feira,1640,0,244658767,27,27,29,1,150,G#,Minor,90,64,14,67,35,11,10
327,Peaches ,Jack Black,1,2023,4,7,7/4/2023,Sexta-Feira,34,0,68216992,0,0,0,0,92,A#,Minor,71,41,31,79,0,10,5
328,Marisola ,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,2022,12,15,15/12/2022,Quinta-Feira,1845,16,223582566,20,8,30,2,95,C#,Major,77,72,87,17,0,7,5
329,Lokera,"Brray, Rauw Alejandro, Lyanno",3,2022,7,25,25/7/2022,Segunda-Feira,3301,30,471819764,72,64,64,6,102,B,Minor,83,58,83,21,0,10,5
330,Low,SZA,1,2022,12,9,9/12/2022,Sexta-Feira,1911,0,272377463,23,71,14,0,145,,Minor,70,34,55,43,0,16,6
331,Numb,Linkin Park,1,2003,3,24,24/3/2003,Segunda-Feira,20111,5,1361425037,39,0,7.341,0,110,A,Major,50,24,86,0,0,64,4
332,Tormenta ,"Gorillaz, Bad Bunny",2,2023,2,24,24/2/2023,Sexta-Feira,1529,0,149778242,32,18,39,2,95,,Major,64,30,77,46,0,38,6
333,On The Street ,"j-hope, J. Cole",2,2023,3,3,3/3/2023,Sexta-Feira,615,2,116599790,22,82,8,0,94,B,Minor,68,81,82,53,0,9,13
334,One Thing At A Time,Morgan Wallen,1,2022,12,2,2/12/2022,Sexta-Feira,811,4,148469433,11,58,5,0,142,G,Major,61,92,91,0,0,26,3
335,Miss You,"Robin Schulz, Oliver Tree",2,2022,8,5,5/8/2022,Sexta-Feira,5730,10,497225336,108,16,197,3,145,F#,Minor,59,20,74,1,0,15,5
336,Ain’T That Some,Morgan Wallen,1,2023,3,3,3/3/2023,Sexta-Feira,356,4,88791109,4,20,0,0,121,F#,Minor,64,67,80,0,0,36,3
337,Thinkin' Bout Me,Morgan Wallen,1,2023,3,3,3/3/2023,Sexta-Feira,604,6,125917280,22,101,0,0,140,D#,Minor,66,43,76,49,0,12,3
338,Private Landing ,"Don Toliver, Future, Justin Bieber",3,2023,2,23,23/2/2023,Quinta-Feira,1190,0,105062254,29,3,18,0,137,C#,Minor,84,44,67,8,0,11,6
339,Everything I Love,Morgan Wallen,1,2023,1,31,31/1/2023,Terça-Feira,579,0,95623148,11,54,0,0,104,G#,Major,56,72,85,0,0,15,3
340,Heaven,Niall Horan,1,2023,2,17,17/2/2023,Sexta-Feira,1553,2,144584800,61,6,48,0,92,F,Major,57,68,76,7,0,33,3
341,Let Go,Central Cee,1,2022,12,15,15/12/2022,Quinta-Feira,2301,20,298063749,49,23,110,0,146,D,Minor,74,51,45,86,0,21,38
342,Sial,Mahalini,1,2023,1,23,23/1/2023,Segunda-Feira,134,4,166570053,4,6,0,0,120,D,Major,56,20,43,89,0,12,4
343,I Wrote The Book,Morgan Wallen,1,2023,1,31,31/1/2023,Terça-Feira,430,0,83021468,15,17,0,0,144,D,Major,68,83,81,9,0,8,4
344,Apna Bana Le ,"Arijit Singh, Sachin-Jigar",2,2022,11,5,5/11/2022,Sábado,86,0,139836056,11,101,0,0,94,A,Major,59,44,56,80,0,6,3
345,Spit In My Face!,ThxSoMch,1,2022,10,31,31/10/2022,Segunda-Feira,629,14,303216294,32,3,9,0,94,G#,Major,73,65,79,5,2,11,6
346,Playa Del Inglés,"Myke Towers, Quevedo",2,2022,12,15,15/12/2022,Quinta-Feira,1701,15,221409663,30,15,34,2,113,G,Minor,79,66,74,8,0,11,5
347,Man Made A Bar ,"Morgan Wallen, Eric Church",2,2023,3,3,3/3/2023,Sexta-Feira,329,0,58890931,14,35,1,0,148,E,Major,50,49,76,12,0,12,3
348,Red Ruby Da Sleeze,Nicki Minaj,1,2023,3,3,3/3/2023,Sexta-Feira,1168,0,81419389,45,11,20,0,98,C#,Major,70,29,73,12,0,11,26
349,Kahani Suno 2.0,Kaifi Khalil,1,2022,5,31,31/5/2022,Terça-Feira,162,6,156777415,1,10,1,0,140,B,Major,58,26,38,91,0,10,4
350,Nobody Gets Me,SZA,1,2022,12,9,9/12/2022,Sexta-Feira,2536,6,284908316,59,100,58,13,100,G,Major,36,28,28,81,0,18,3
351,Pero Tú,"Karol G, Quevedo",2,2023,2,23,23/2/2023,Quinta-Feira,387,11,93438910,11,15,14,3,140,F#,Major,86,68,79,39,0,11,29
352,Hype Boy,NewJeans,1,2022,8,1,1/8/2022,Segunda-Feira,892,17,363472647,20,119,12,2,100,E,Minor,59,78,94,27,0,29,23
353,Bloody Mary,Lady Gaga,1,2011,1,1,1/1/2011,Sábado,3909,0,372476382,66,26,277,3,100,A,Minor,59,49,65,2,0,13,3
354,Monotonía,"Ozuna, Shakira",2,2022,10,19,19/10/2022,Quarta-Feira,3645,15,380726517,118,34,150,4,132,,Minor,87,82,70,42,0,21,5
355,98 Braves,Morgan Wallen,1,2023,3,3,3/3/2023,Sexta-Feira,282,0,56533272,6,15,0,0,142,D,Major,49,48,67,10,0,26,3
356,Wanda,Quevedo,1,2023,1,20,20/1/2023,Sexta-Feira,888,22,175399345,11,24,7,1,176,E,Minor,72,96,63,25,0,21,7
357,Thought You Should Know,Morgan Wallen,1,2022,5,6,6/5/2022,Sexta-Feira,968,4,203221468,16,53,1,0,140,F#,Major,53,51,70,49,0,14,3
358,In The End,Linkin Park,1,2000,10,24,24/10/2000,Terça-Feira,25065,6,1624165576,63,0,6.808,2,105,D#,Minor,55,40,90,1,0,32,6
359,Zona De Perigo,Leo Santana,1,2022,12,8,8/12/2022,Quinta-Feira,531,4,134294498,20,1,71,2,135,F,Major,81,97,77,75,0,35,3
360,Lovezinho,Treyce,1,2022,7,28,28/7/2022,Quinta-Feira,242,0,70069745,12,2,13,0,128,E,Minor,82,61,59,30,0,12,4
361,I Like You ,"Post Malone, Doja Cat",2,2022,6,3,3/6/2022,Sexta-Feira,5281,14,609293408,94,21,80,15,101,F,Major,74,43,69,12,0,12,7
362,Neverita,Bad Bunny,1,2022,5,6,6/5/2022,Sexta-Feira,2590,30,671365962,20,64,35,6,122,A#,Major,88,43,50,7,0,14,5
363,Vista Al Mar,Quevedo,1,2022,9,8,8/9/2022,Quinta-Feira,1769,34,362361576,16,19,21,3,105,,Minor,76,49,56,80,12,10,13
364,Sem Aliança No Dedo,"MC Xenon, Os Gemeos da Putaria",2,2022,12,23,23/12/2022,Sexta-Feira,454,4,93587665,6,1,21,0,83,C#,Major,53,40,36,73,0,11,33
365,Enemy ,"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,3/9/2021,Sexta-Feira,6180,7,1223481149,122,88,580,21,77,B,Minor,72,59,76,24,0,42,28
366,Revenge,XXXTENTACION,1,2017,8,25,25/8/2017,Sexta-Feira,3600,11,1022258230,7,0,203,0,140,B,Minor,75,18,25,78,0,11,26
367,Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,2022,11,3,3/11/2022,Quinta-Feira,1254,6,263453310,26,69,73,2,158,C#,Major,65,72,95,31,0,92,5
368,La Canción,"J Balvin, Bad Bunny",2,2019,6,28,28/6/2019,Sexta-Feira,6398,31,1435127549,177,109,305,3,176,G,Major,75,43,65,15,0,11,32
369,Qué Hago Yuridia,"Yuridia, Angela Aguilar",2,2022,10,20,20/10/2022,Quinta-Feira,660,15,236857112,19,59,18,5,98,B,Major,73,88,57,56,0,5,2
370,Love Again,The Kid Laroi,1,2023,1,27,27/1/2023,Sexta-Feira,1283,0,147538971,57,4,48,0,107,B,Minor,66,47,40,72,0,11,3
371,After Hours,The Weeknd,1,2020,2,19,19/2/2020,Quarta-Feira,8084,6,698086140,45,115,218,1,109,F,Minor,66,16,57,10,1,12,3
372,About Damn Time,Lizzo,1,2022,7,15,15/7/2022,Sexta-Feira,2332,2,723894473,0,0,25,0,109,A#,Minor,84,72,74,10,0,34,7
373,Born With A Beer In My Hand,Morgan Wallen,1,2023,3,3,3/3/2023,Sexta-Feira,203,0,34450974,5,9,0,0,148,,Major,53,61,81,5,0,36,4
374,Besos Moja2,"Wisin & Yandel, Rosalía",2,2022,9,29,29/9/2022,Quinta-Feira,2460,13,309483971,53,7,56,3,94,F,Minor,74,64,73,6,0,10,6
375,Maan Meri Jaan,King,1,2022,10,12,12/10/2022,Quarta-Feira,288,6,319566866,11,80,1,0,96,F#,Minor,70,40,51,35,0,10,4
376,Moscow Mule,Bad Bunny,1,2022,5,6,6/5/2022,Sexta-Feira,4572,33,909001996,74,113,85,9,100,F,Minor,80,29,67,29,0,12,3
377,My Universe,"Coldplay, BTS",2,2021,9,24,24/9/2021,Sexta-Feira,6127,13,1061966512,0,0,0,0,105,A,Major,58,42,68,1,0,14,4
378,Devil Don’T Know,Morgan Wallen,1,2023,3,3,3/3/2023,Sexta-Feira,166,0,32526947,2,10,0,0,125,,Major,53,32,66,38,0,9,3
379,Llylm,Rosalía,1,2023,1,27,27/1/2023,Sexta-Feira,1838,0,124988687,105,41,114,1,170,F#,Minor,56,56,63,13,0,19,27
380,I'M Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",3,2023,1,27,27/1/2023,Sexta-Feira,1890,0,103787664,86,1,49,0,115,,Major,70,84,90,17,0,41,6
381,Trustfall,P!nk,1,2023,1,27,27/1/2023,Sexta-Feira,2098,16,134255790,88,24,101,7,122,G#,Major,64,25,89,0,0,15,9
382,Antifragile,LE SSERAFIM,1,2022,10,17,17/10/2022,Segunda-Feira,761,12,301051721,23,95,11,0,105,A#,Minor,88,82,80,8,0,11,8
383,Boy'S A Liar,PinkPantheress,1,2022,11,30,30/11/2022,Quarta-Feira,1225,0,156338624,27,0,28,13,133,F,Major,66,74,84,25,0,21,4
384,Vibe ,"TAEYANG, Jimin",2,2023,1,13,13/1/2023,Sexta-Feira,415,2,152850295,15,40,21,1,100,,Major,79,60,68,7,0,26,4
385,Shirt,SZA,1,2022,10,28,28/10/2022,Sexta-Feira,3469,0,309653982,71,95,31,0,120,D#,Minor,82,55,45,15,3,9,10
386,Lift Me Up ,Rihanna,1,2022,10,28,28/10/2022,Sexta-Feira,3311,0,297328960,129,31,212,1,177,A,Major,25,17,30,90,0,13,3
387,Star Walkin' ,Lil Nas X,1,2022,9,22,22/9/2022,Quinta-Feira,2616,0,332506354,113,17,208,0,142,D,Minor,64,31,72,15,0,9,5
388,"Sex, Drugs, Etc.",Beach Weather,1,2016,11,4,4/11/2016,Sexta-Feira,3006,16,480507035,47,60,87,12,144,E,Minor,57,47,84,1,1,52,4
389,Boy With Luv ,"Halsey, BTS",2,2019,4,12,12/4/2019,Sexta-Feira,4260,0,1065580332,113,92,259,0,120,B,Minor,65,80,86,9,0,19,10
390,"Hey, Mickey!",Baby Tate,1,2016,9,27,27/9/2016,Terça-Feira,482,0,122763672,9,1,12,4,135,D,Major,92,73,51,55,0,15,6
391,Calm Down,Rema,1,2022,2,9,9/2/2022,Quarta-Feira,4013,10,445763624,107,44,750,22,107,B,Major,81,82,78,38,0,12,4
392,Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,2022,12,22,22/12/2022,Quinta-Feira,138,4,1365184,13,78,2,0,105,G,Major,82,62,74,10,0,33,7
393,Escapism. ,"RAYE, 070 Shake",2,2022,11,25,25/11/2022,Sexta-Feira,1368,0,184308753,12,1,11,0,108,F#,Minor,44,38,77,9,0,9,20
394,Space Song,Beach House,1,2015,1,1,1/1/2015,Quinta-Feira,17852,4,789753877,69,76,335,0,147,,Minor,51,62,79,22,13,14,3
395,Dreamers ,"BTS, Jung Kook, FIFA Sound",3,2022,11,20,20/11/2022,Domingo,889,20,323358833,11,78,35,0,115,,Major,71,34,88,16,0,44,4
396,Te Felicito,"Shakira, Rauw Alejandro",2,2022,4,21,21/4/2022,Quinta-Feira,4796,9,606361689,124,66,212,13,174,F,Major,70,57,64,23,0,8,32
397,Muñecas,"Steve Aoki, Tini, La Joaqui",3,2023,1,12,12/1/2023,Quinta-Feira,658,6,120972253,33,7,53,2,90,A#,Minor,68,83,71,3,0,31,8
398,Tv,Billie Eilish,1,2022,7,21,21/7/2022,Quinta-Feira,3009,2,338564981,68,89,65,0,141,E,Minor,41,9,25,84,1,14,4
399,I'M Not The Only One,Sam Smith,1,2014,1,1,1/1/2014,Quarta-Feira,17492,3,1606986953,136,24,1.959,0,82,F,Major,68,50,49,56,0,8,4
400,Heather,Conan Gray,1,2020,3,20,20/3/2020,Sexta-Feira,6170,7,1301799902,82,1,231,0,92,F,Major,47,25,43,62,0,32,3
401,Besharam Rang ,"Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,12/12/2022,Segunda-Feira,130,4,140187018,21,79,2,0,116,G#,Minor,77,65,80,6,0,15,4
402,One Kiss ,"Calvin Harris, Dua Lipa",2,2017,6,2,2/6/2017,Sexta-Feira,27705,10,1897517891,537,122,2.726,6,124,A,Minor,79,59,86,4,0,8,11
403,Sugar Rush Ride,TOMORROW X TOGETHER,1,2023,1,27,27/1/2023,Sexta-Feira,359,0,107642809,12,56,13,0,125,A#,Minor,71,83,89,1,0,17,9
404,Pink Venom,BLACKPINK,1,2022,8,19,19/8/2022,Sexta-Feira,1963,16,551305895,57,119,77,1,90,,Major,80,71,69,2,0,27,10
405,Wait For U ,"Drake, Future, Tems",3,2022,4,27,27/4/2022,Quarta-Feira,5491,14,556585270,128,84,75,0,83,C#,Major,46,34,64,31,0,7,34
406,Don'T Start Now,Dua Lipa,1,2019,10,31,31/10/2019,Quinta-Feira,27119,0,2303033973,532,77,1.535,3,124,B,Minor,79,68,79,1,0,10,8
407,After Dark,Mr.Kitty,1,2014,8,8,8/8/2014,Sexta-Feira,1776,14,646886885,1,9,3,0,140,G#,Major,58,4,60,7,41,8,3
408,Eu Gosto Assim ,"Gustavo Mioto, Mari Fernandez",2,2022,9,16,16/9/2022,Sexta-Feira,1473,4,222612678,27,64,66,1,154,,Major,64,61,91,15,0,72,4
409,Industry Baby ,"Jack Harlow, Lil Nas X",2,2021,7,23,23/7/2021,Sexta-Feira,13315,0,1814349763,300,47,690,0,150,D#,Minor,74,89,70,2,0,5,6
410,Middle Of The Night,Elley Duhé,1,2020,1,10,10/1/2020,Sexta-Feira,4057,8,872137015,78,21,240,1,186,E,Minor,41,9,61,2,0,12,5
411,Atlantis,Seafret,1,2015,4,22,22/4/2015,Quarta-Feira,3045,6,571386359,43,53,134,1,166,G#,Minor,40,23,48,5,0,12,3
412,Punto 40,"Baby Rasta, Rauw Alejandro",2,2022,9,22,22/9/2022,Quinta-Feira,3006,12,304079786,54,32,66,2,107,,Major,87,20,83,0,4,31,9
413,Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,9,9,9/9/2022,Sexta-Feira,852,0,174006928,14,1,50,0,87,G,Major,87,52,52,31,0,28,24
414,How Do I Say Goodbye,Dean Lewis,1,2022,8,5,5/8/2022,Sexta-Feira,2163,15,284785823,72,97,58,0,82,G#,Major,40,39,64,21,0,7,7
415,Blind,SZA,1,2022,12,9,9/12/2022,Sexta-Feira,1484,0,163284000,22,51,12,0,114,A,Minor,46,60,28,91,0,21,4
416,Die For You,Joji,1,2022,11,4,4/11/2022,Sexta-Feira,1703,0,246390068,38,45,36,16,148,G#,Major,47,15,52,38,13,29,5
417,Doja,Central Cee,1,2022,7,20,20/7/2022,Quarta-Feira,4169,44,482257456,57,44,183,1,140,F#,Major,91,97,57,38,0,40,29
418,Gatita,Bellakath,1,2022,10,3,3/10/2022,Segunda-Feira,1054,0,168684524,9,0,15,0,101,G,Major,90,76,81,15,24,33,6
419,Rumble,"Skrillex, Flowdan, Fred again..",3,2022,1,17,17/1/2022,Segunda-Feira,2849,0,78489819,39,45,27,0,140,C#,Minor,81,6,84,5,23,6,6
420,Niagara Falls ,"Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,2/12/2022,Sexta-Feira,1602,0,195516622,12,22,12,0,88,G,Minor,49,24,66,19,0,18,29
421,Yonaguni,Bad Bunny,1,2021,6,4,4/6/2021,Sexta-Feira,9644,28,1260594497,120,86,164,4,180,C#,Major,64,44,65,28,0,14,12
422,Super Freaky Girl,Nicki Minaj,1,2022,8,12,12/8/2022,Sexta-Feira,4827,0,428685680,104,17,76,9,133,D,Major,95,91,89,6,0,31,24
423,Running Up That Hill ,Kate Bush,1,1985,9,16,16/9/1985,Segunda-Feira,21811,0,1024858327,117,1,676,3,108,A#,Minor,63,20,55,72,0,6,6
424,Dream On,Aerosmith,1,1973,1,5,5/1/1973,Sexta-Feira,168,0,838586769,0,0,5,0,80,F,Minor,39,24,43,39,0,23,3
425,Limbo,Freddie Dredd,1,2022,8,11,11/8/2022,Quinta-Feira,688,0,199386237,14,1,17,0,75,B,Minor,80,46,62,3,6,11,46
426,Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,7,30,30/7/2021,Sexta-Feira,10565,44,972509632,238,122,557,17,121,F#,Minor,67,26,64,52,0,17,10
427,Worth Nothing,"Twisted, Oliver Tree",2,2022,9,28,28/9/2022,Quarta-Feira,1612,0,213438580,34,54,34,0,140,D,Minor,58,17,62,18,0,20,8
428,Bad Habits,Ed Sheeran,1,2020,9,3,3/9/2020,Quinta-Feira,12755,8,1555511105,344,97,945,15,126,B,Minor,81,59,90,5,0,36,3
429,Kick Back,Kenshi Yonezu,1,2022,10,12,12/10/2022,Quarta-Feira,574,4,210038833,38,101,26,0,102,C#,Major,58,29,94,0,0,9,11
430,Evergreen ,Omar Apollo,1,2022,4,8,8/4/2022,Sexta-Feira,2499,0,227918678,70,0,49,0,82,A,Major,70,31,34,60,1,11,4
431,Good Days,SZA,1,2020,12,24,24/12/2020,Quinta-Feira,10426,2,826623384,133,109,182,1,121,C#,Minor,46,53,78,23,0,72,6
432,Levitating ,"Dua Lipa, DaBaby",2,2020,3,27,27/3/2020,Sexta-Feira,15894,8,1802514301,198,13,544,0,103,F#,Minor,70,92,83,1,0,7,6
