ID_music,music,artists,total_artists,released_year,released_month,released_day,released_date,day_week_released,spotify_playlists,spotify_charts,streams,apple_playlists,apple_charts,deezer_playlists,deezer_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
595,Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,7/5/2021,Sexta-Feira,4846,10,422691058,54,16,259,0,101,C#,Major,67,40,90,3,0,34,6
596,The Business,Tiësto,1,2020,1,1,1/1/2020,Quarta-Feira,14311,0,1062345656,255,32,582,0,120,G#,Minor,80,24,62,41,2,11,23
597,Positions,Ariana Grande,1,2020,10,23,23/10/2020,Sexta-Feira,8207,0,1252563873,175,55,95,0,144,,Major,73,66,80,44,0,9,12
598,I Wanna Be Your Slave,Måneskin,1,2021,3,19,19/3/2021,Sexta-Feira,4873,0,851070493,65,88,434,3,133,C#,Major,75,96,61,0,0,18,4
599,Vai Lá Em Casa Hoje,"Marília Mendonça, George Henrique & Rodrigo",2,2021,10,22,22/10/2021,Sexta-Feira,772,0,263894529,7,3,89,0,158,G#,Minor,46,62,83,53,0,97,28
600,The Feels,TWICE,1,2021,10,1,1/10/2021,Sexta-Feira,1150,0,345903614,20,99,44,0,120,A,Major,81,92,90,9,0,8,7
601,Heartbreak Anniversary,Giveon,1,2020,2,21,21/2/2020,Sexta-Feira,5398,4,951637566,111,127,210,0,129,,Major,61,59,46,56,0,13,5
602,No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,18/11/2016,Sexta-Feira,7370,0,956865266,92,127,1.219,0,102,G,Major,74,45,89,5,0,26,13
603,Out Out ,"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,13/8/2021,Sexta-Feira,6890,0,427486004,122,11,201,0,124,G#,Minor,79,79,84,2,0,5,5
604,Pope Is A Rockstar,SALES,1,2016,4,20,20/4/2016,Quarta-Feira,1966,0,156658366,4,2,50,0,90,E,Minor,73,31,45,85,24,11,3
605,2055,Sleepy hallow,1,2021,4,14,14/4/2021,Quarta-Feira,2226,0,624515457,29,0,44,0,161,F#,Minor,78,65,52,46,0,12,31
606,Bored,Billie Eilish,1,2017,3,30,30/3/2017,Quinta-Feira,4204,0,777765388,39,45,250,0,120,G,Major,60,11,33,90,0,8,5
607,Happier Than Ever ,Billie Eilish,1,2021,7,28,28/7/2021,Quarta-Feira,1959,0,412795151,19,0,38,0,81,,Major,45,12,57,7,0,23,3
608,Astronaut In The Ocean,Masked Wolf,1,2019,1,1,1/1/2019,Terça-Feira,7191,0,1138474110,146,18,478,0,150,E,Minor,78,47,70,18,0,15,9
609,Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,2/9/2021,Quinta-Feira,2012,0,355219175,101,12,38,0,105,G#,Major,76,58,84,10,0,13,10
610,Every Summertime,NIKI,1,2021,8,10,10/8/2021,Terça-Feira,1211,2,290228626,30,2,5,0,79,F#,Major,63,76,67,38,0,6,4
611,Talking To The Moon,Bruno Mars,1,2010,10,4,4/10/2010,Segunda-Feira,7109,2,1062956628,5,0,862,0,146,C#,Minor,52,7,61,51,0,11,3
612,You Broke Me First,Tate McRae,1,2020,4,17,17/4/2020,Sexta-Feira,6638,0,1180094974,167,19,318,0,124,E,Major,64,8,37,79,0,9,5
613,The Nights,Avicii,1,2014,1,1,1/1/2014,Quarta-Feira,17354,8,1456081449,92,122,1.282,0,126,F#,Major,53,66,85,2,0,24,4
614,Take My Breath,The Weeknd,1,2021,8,6,6/8/2021,Sexta-Feira,6392,0,432702334,174,73,344,0,121,G#,Major,75,53,74,2,0,11,5
615,Way 2 Sexy ,"Drake, Future, Young Thug",3,2021,9,3,3/9/2021,Sexta-Feira,5481,0,489945871,144,30,86,0,136,B,Minor,80,33,60,0,0,32,14
616,Cúrame,Rauw Alejandro,1,2021,6,25,25/6/2021,Sexta-Feira,2636,3,465959382,36,82,39,0,102,A,Minor,77,26,63,58,0,11,5
617,Enemy ,"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,27/10/2021,Quarta-Feira,824,0,1223481149,8,8,8,2,77,G,Major,73,54,74,23,0,41,23
618,Dance Monkey,Tones and I,1,2019,5,10,10/5/2019,Sexta-Feira,24529,0,2864791672,533,167,3.595,6,98,F#,Minor,82,54,59,69,0,18,10
619,Lucid Dreams,Juice WRLD,1,2017,6,15,15/6/2017,Quinta-Feira,14749,0,2288695111,188,34,710,0,84,B,Minor,44,22,48,38,0,33,24
620,Qué Más Pues?,"J Balvin, Maria Becerra",2,2021,1,28,28/1/2021,Quinta-Feira,8087,0,720825549,92,34,131,0,102,G#,Major,89,77,82,3,0,17,11
621,All Of Me,John Legend,1,2013,8,1,1/8/2013,Quinta-Feira,27221,0,2086124197,308,118,4.534,2,120,G#,Major,42,33,26,92,0,13,3
622,Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,10,10/9/1991,Terça-Feira,49991,9,1690192927,265,121,12.367,4,117,C#,Major,52,73,91,0,0,11,7
623,Arcade,Duncan Laurence,1,2019,3,7,7/3/2019,Quinta-Feira,6646,0,991336132,107,47,584,1,72,A,Minor,45,27,33,82,0,14,4
624,Fair Trade ,"Drake, Travis Scott",2,2021,9,3,3/9/2021,Sexta-Feira,5403,6,593917618,118,116,96,0,168,C#,Major,67,29,47,5,0,22,26
625,Bar,"Tini, L-Gante",2,2021,11,11,11/11/2021,Quinta-Feira,755,4,200972675,22,3,0,0,94,C#,Major,52,68,69,13,0,33,8
626,The Rumbling ,SiM,1,2022,1,10,10/1/2022,Segunda-Feira,254,0,71014967,0,4,23,0,145,G#,Major,41,65,88,0,0,26,5
627,Family Ties ,"Kendrick Lamar, Baby Keem",2,2021,8,27,27/8/2021,Sexta-Feira,6308,5,560222750,114,15,63,0,134,C#,Major,71,14,61,1,0,23,33
628,Mr. Brightside,The Killers,1,2003,9,23,23/9/2003,Terça-Feira,51979,15,1806617704,306,99,5.063,2,148,C#,Major,35,24,93,0,0,10,8
629,Blessed-Cursed,ENHYPEN,1,2022,1,10,10/1/2022,Segunda-Feira,246,0,77337771,2,12,10,0,127,E,Minor,60,40,89,9,0,60,6
630,Am Remix,"J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,24/6/2021,Quinta-Feira,6556,0,528544703,93,5,67,1,172,F#,Minor,74,79,66,11,0,8,16
631,Streets,Doja Cat,1,2019,11,7,7/11/2019,Quinta-Feira,5728,0,865640097,85,87,179,0,90,B,Major,75,19,46,21,4,34,8
632,Shallow,"Lady Gaga, Bradley Cooper",2,2018,9,27,27/9/2018,Quinta-Feira,16636,12,2159346687,368,155,2.854,6,96,G,Major,57,30,40,38,0,26,3
633,Polaroid Love,ENHYPEN,1,2022,1,10,10/1/2022,Segunda-Feira,461,0,211372494,10,56,17,0,138,G,Minor,74,65,67,46,0,36,4
634,Leave Before You Love Me ,"Marshmello, Jonas Brothers",2,2021,4,28,28/4/2021,Quarta-Feira,4893,4,651732901,143,24,110,0,120,G,Major,72,67,72,0,0,13,4
635,Permission To Dance,BTS,1,2021,7,9,9/7/2021,Sexta-Feira,1801,2,608334048,77,134,74,0,125,A,Major,70,65,74,1,0,34,4
636,Friday ,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,15/1/2021,Sexta-Feira,12043,0,863756573,209,54,710,0,123,D,Major,82,80,86,1,0,30,13
637,Rapstar,Polo G,1,2021,4,9,9/4/2021,Sexta-Feira,4731,0,797402345,141,12,78,0,81,F#,Major,79,44,54,41,0,13,24
638,Till I Collapse,"Eminem, Nate Dogg",2,2002,5,26,26/5/2002,Domingo,22923,0,1695712020,78,46,2.515,1,171,C#,Major,55,10,85,7,0,8,20
639,Memories,Maroon 5,1,2019,9,20,20/9/2019,Sexta-Feira,9974,2,1759567999,272,67,1.066,1,91,B,Major,77,60,32,84,0,8,5
640,Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny TavRemaez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,12/8/2021,Quinta-Feira,1560,0,223319934,72,0,0,0,84,G,Minor,56,61,76,10,0,14,11
641,25K Jacket ,"Gunna, Lil Baby",2,2022,1,7,7/1/2022,Sexta-Feira,620,0,54937991,17,3,3,0,115,F,Minor,90,74,54,16,0,13,28
642,When I’M Gone,"Katy Perry, Alesso",2,2021,12,29,29/12/2021,Quarta-Feira,3270,0,226897599,89,21,65,0,125,,Major,69,70,89,4,0,49,3
643,Esqueça-Me Se For Capaz,Marília Mendonça & Maiara e Maraisa,2,2021,10,14,14/10/2021,Quinta-Feira,580,0,258316038,24,92,93,0,122,F#,Minor,80,62,69,28,0,13,7
644,Miénteme,"Tini, Maria Becerra",2,2021,4,29,29/4/2021,Quinta-Feira,3406,16,596152090,61,23,70,1,92,D,Major,85,92,54,16,0,29,7
645,Súbelo,"Anuel AA, Myke Towers & Jhay Cortez ",3,2021,11,18,18/11/2021,Quinta-Feira,903,0,177129919,30,26,15,0,90,F#,Minor,63,75,75,17,0,11,8
646,Mamiii,"Karol G, Becky G",2,2022,2,10,10/2/2022,Quinta-Feira,6809,28,716591492,151,102,175,5,94,E,Minor,84,90,70,9,0,14,8
647,Still D.R.E.,"Dr. Dre, Snoop Dogg",2,1999,1,1,1/1/1999,Sexta-Feira,33966,0,1210599487,141,78,6.591,1,93,B,Major,81,53,78,18,0,6,24
648,Stay Alive ,Jung Kook,1,2022,2,11,11/2/2022,Sexta-Feira,590,5,246376690,4,113,20,0,130,D,Minor,51,50,76,30,0,10,7
649,Boyfriend,Dove Cameron,1,2022,2,11,11/2/2022,Sexta-Feira,3766,0,496311364,76,0,102,0,180,G,Minor,35,23,61,23,0,19,6
650,The Joker And The Queen ,"Ed Sheeran, Taylor Swift",2,2022,2,11,11/2/2022,Sexta-Feira,1430,0,146789379,46,1,34,0,134,,Major,53,31,31,92,0,28,3
651,The Next Episode,"Dr. Dre, Snoop Dogg",2,1999,1,1,1/1/1999,Sexta-Feira,31762,0,843309044,142,40,5.451,1,95,D#,Minor,92,31,89,3,0,8,25
652,Light Switch,Charlie Puth,1,2022,1,19,19/1/2022,Quarta-Feira,4049,0,500340342,119,6,85,1,184,F#,Major,69,91,63,11,0,9,31
653,City Of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,11/2/2022,Sexta-Feira,2096,0,107255472,34,3,30,0,147,G#,Minor,47,50,80,10,0,32,38
654,Brividi,"Mahmood, Blanco",2,2022,2,2,2/2/2022,Quarta-Feira,1175,0,135079152,34,1,31,0,123,G,Major,52,44,60,40,0,26,3
655,Lost,Frank Ocean,1,2012,1,1,1/1/2012,Domingo,29499,11,822239726,124,27,587,0,123,A#,Minor,91,49,61,3,0,17,22
656,In Da Club,50 Cent,1,2002,1,1,1/1/2002,Terça-Feira,30427,7,1202722675,235,106,5.221,1,90,F#,Minor,90,79,71,26,0,7,37
657,She'S All I Wanna Be,Tate McRae,1,2022,2,4,4/2/2022,Sexta-Feira,2711,0,343197054,105,12,51,0,160,D,Minor,61,65,64,1,0,12,4
658,Ginseng Strip 2002,Yung Lean,1,2013,8,16,16/8/2013,Sexta-Feira,4310,0,240769997,13,0,113,1,115,C#,Major,60,37,71,8,0,48,4
659,All For Us - From The Hbo Original Series Euphoria,"Labrinth, Zendaya",2,2019,8,4,4/8/2019,Domingo,5342,0,426204830,33,123,7,0,141,D#,Major,37,17,67,2,0,34,9
660,Notion,The Rare Occasions,1,2016,8,5,5/8/2016,Sexta-Feira,2393,0,421135627,22,13,65,0,160,A,Major,31,30,88,7,0,8,8
661,Formula,Labrinth,1,2019,10,4,4/10/2019,Sexta-Feira,3444,7,554875730,24,85,102,0,145,B,Major,57,23,66,4,6,15,4
662,Mount Everest,Labrinth,1,2019,6,21,21/6/2019,Sexta-Feira,5443,0,467727006,45,1,80,0,89,,Minor,46,43,43,23,8,8,22
663,Excuses,"Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,24/7/2020,Sexta-Feira,272,4,327498031,7,21,2,0,95,F,Minor,84,49,72,8,0,15,8
664,Cigarettes,Juice WRLD,1,2021,12,10,10/12/2021,Sexta-Feira,975,0,185408548,11,0,10,0,160,D,Major,60,47,62,3,0,38,4
665,Cayó La Noche,"Quevedo, La Pantera, Juseph, Cruz Cafuné, Bejo, Abhir Hathi",7,2022,1,14,14/1/2022,Sexta-Feira,1034,1,245400167,19,5,12,0,174,F,Minor,67,74,75,44,0,7,30
666,California Love ,"Dr. Dre, 2Pac, Roger",3,1995,12,28,28/12/1995,Quinta-Feira,18773,0,579395142,128,17,1.663,0,92,G,Major,77,76,84,3,0,38,4
667,Forgot About Dre,"Eminem, Dr. Dre",2,1999,1,1,1/1/1999,Sexta-Feira,19067,0,675039469,78,15,1.674,0,134,G#,Major,93,61,74,9,0,17,8
668,Down Under ,"Luude, Colin Hay",2,2021,11,19,19/11/2021,Sexta-Feira,3541,2,252871192,57,13,50,1,172,B,Minor,31,4,86,1,0,28,17
669,Mujeriego,Ryan Castro,1,2021,12,17,17/12/2021,Sexta-Feira,1492,0,231996128,44,63,91,0,80,A,Major,76,92,62,6,0,8,13
670,Humble.,Kendrick Lamar,1,2017,3,30,30/3/2017,Quinta-Feira,33206,1,1929770265,284,114,1.481,0,150,C#,Minor,91,42,60,0,0,9,12
671,Stan,"Eminem, Dido",2,1999,11,21,21/11/1999,Domingo,17115,0,918915401,83,63,"4,18",0,80,F#,Minor,78,53,74,4,0,45,21
672,Contection,"GODZZ__-, Zakaria",2,2020,1,16,16/1/2020,Quinta-Feira,6955,0,1180896317,65,45,398,0,166,A#,Minor,81,83,75,14,0,29,34
673,Swim,Chase Atlantic,1,2017,10,4,4/10/2017,Quarta-Feira,2742,0,498960285,5,1,62,0,120,G#,Major,67,8,54,27,0,8,4
674,A Tu Merced,Bad Bunny,1,2020,2,29,29/2/2020,Sábado,4214,11,685071800,21,20,40,0,92,,Major,86,89,79,17,0,11,6
675,Numb Little Bug,Em Beihold,1,2022,1,28,28/1/2022,Sexta-Feira,2026,0,258714692,47,3,42,12,85,G#,Minor,74,61,52,30,0,26,9
676,212,"Mainstreet, Chefin",2,2022,1,15,15/1/2022,Sábado,352,0,143139338,10,0,39,0,154,D,Minor,79,86,52,66,0,9,7
677,Problemón,"Alvaro Diaz, Rauw Alejandro",2,2021,10,22,22/10/2021,Sexta-Feira,1517,0,209768491,42,7,15,0,92,D,Minor,73,37,74,28,0,14,6
678,Bussin,"Nicki Minaj, Lil Baby",2,2022,2,11,11/2/2022,Sexta-Feira,847,0,64714573,25,0,14,0,140,B,Major,89,75,70,6,0,13,5
679,Worst Day,Future,1,2022,2,11,11/2/2022,Sexta-Feira,910,0,50746620,20,3,24,0,89,C#,Major,65,60,60,11,0,10,40
680,Malvada,Zé Felipe,1,2022,1,28,28/1/2022,Sexta-Feira,601,0,154119539,28,73,64,0,135,F,Minor,89,89,86,16,0,8,5
681,Hrs And Hrs,Muni Long,1,2021,11,19,19/11/2021,Sexta-Feira,1800,0,181328253,43,36,46,13,140,G#,Minor,51,66,53,60,0,11,18
682,Alien Blues,Vundabar,1,2015,7,24,24/7/2015,Sexta-Feira,1930,0,370068639,3,0,28,0,82,D#,Major,47,44,76,8,91,9,3
683,Thinking Out Loud,Ed Sheeran,1,2014,1,1,1/1/2014,Quarta-Feira,33032,0,2280566092,363,129,3.895,0,79,D,Major,78,58,45,47,0,18,3
684,Still Don'T Know My Name,Labrinth,1,2019,10,4,4/10/2019,Sexta-Feira,6332,0,563902868,47,116,266,0,88,F,Major,31,31,63,47,27,21,12
685,Christmas Tree,V,1,2021,12,24,24/12/2021,Sexta-Feira,509,9,317622165,8,106,6,0,139,F,Major,44,18,38,70,0,12,4
686,Mal Feito ,"Hugo e Guilherme, Marília Mendonça ",2,2022,1,14,14/1/2022,Sexta-Feira,971,2,291709698,35,104,93,1,124,,Minor,73,68,83,55,0,90,7
687,When I R.I.P.,Labrinth,1,2019,10,4,4/10/2019,Sexta-Feira,2578,0,203680270,8,67,66,0,80,G#,Minor,39,45,55,73,0,9,21
688,Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,2022,2,4,4/2/2022,Sexta-Feira,1064,0,81350745,42,1,26,0,120,C#,Minor,84,54,51,47,0,12,40
689,Forever,Labrinth,1,2019,10,4,4/10/2019,Sexta-Feira,3618,0,282883169,21,86,138,0,80,E,Minor,56,19,46,92,72,11,3
690,Gospel ,"Eminem, Dr. Dre",2,2022,2,4,4/2/2022,Sexta-Feira,1040,0,64787943,8,0,29,0,117,C#,Major,92,62,86,11,0,24,24
691,Señorita,"Shawn Mendes, Camila Cabello",2,2019,6,19,19/6/2019,Quarta-Feira,15010,2,2484812918,453,50,1.785,1,117,A,Minor,76,77,52,4,0,8,3
692,New Magic Wand,"Tyler, The Creator",2,2019,5,16,16/5/2019,Quinta-Feira,4708,0,461437791,13,7,55,0,140,F,Minor,62,46,73,10,0,67,11
693,Adore You,Harry Styles,1,2019,12,6,6/12/2019,Sexta-Feira,13454,1,1439191367,246,71,519,2,99,G#,Major,68,57,77,2,0,10,5
694,La Santa,"Daddy Yankee, Bad Bunny",2,2020,2,29,29/2/2020,Sábado,4890,20,759208783,52,42,100,0,93,C#,Major,74,59,87,3,0,8,5
695,Something In The Way ,Nirvana,1,1991,9,24,24/9/1991,Terça-Feira,9514,0,368646862,45,27,1.197,0,106,G#,Major,44,8,20,74,42,11,3
696,Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,2022,3,11,11/3/2022,Sexta-Feira,3501,0,299634472,69,2,51,11,124,G,Major,81,68,63,17,0,10,22
697,Bam Bam ,"Camila Cabello, Ed Sheeran",2,2022,3,4,4/3/2022,Sexta-Feira,6111,4,756907987,185,40,492,9,95,G#,Major,76,96,70,18,0,33,4
698,Una Noche En Medellín,Cris Mj,1,2022,1,21,21/1/2022,Sexta-Feira,5415,32,682475162,46,16,53,1,96,A#,Minor,87,82,53,10,0,5,8
699,Envolver,Anitta,1,2021,11,11,11/11/2021,Quinta-Feira,4673,2,546191065,123,113,180,1,92,E,Minor,81,40,73,15,0,9,8
700,Starlight,Dave,1,2022,3,3,3/3/2022,Quinta-Feira,1856,3,229473310,29,40,31,1,124,G,Major,95,36,37,35,0,10,28
701,Hati-Hati Di Jalan,Tulus,1,2022,3,3,3/3/2022,Quinta-Feira,200,2,202677468,12,4,0,0,72,F#,Major,64,76,44,70,9,12,4
702,I'M Tired ,Labrinth,1,2022,2,4,4/2/2022,Sexta-Feira,1888,0,121913181,26,1,58,0,71,,Minor,28,26,20,19,0,30,3
703,Dança,"Mc Pedrinho, Pedro Sampaio",2,2022,2,1,1/2/2022,Terça-Feira,911,2,208166039,45,0,99,1,135,A,Minor,78,55,57,4,0,10,8
704,Yo Voy ,Zion & Lennox,1,2004,5,4,4/5/2004,Terça-Feira,2954,2,527033089,18,82,0,0,95,A#,Major,81,56,70,4,0,5,24
705,"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2,2022,3,3,3/3/2022,Quinta-Feira,461,0,94616487,7,11,13,0,71,C#,Minor,59,70,74,56,0,11,40
706,Jordan,Ryan Castro,1,2021,4,30,30/4/2021,Sexta-Feira,2844,2,394030335,29,2,35,1,180,A#,Minor,80,71,68,6,0,10,37
707,Nail Tech,Jack Harlow,1,2022,2,18,18/2/2022,Sexta-Feira,2939,0,193443895,42,0,24,0,150,E,Minor,65,11,58,0,0,12,9
708,Chale,Eden Muñoz,1,2022,2,18,18/2/2022,Sexta-Feira,695,11,299648208,16,41,13,1,189,G#,Major,55,86,44,40,0,7,4
709,Darari,Treasure,1,2022,2,15,15/2/2022,Terça-Feira,328,0,182978249,10,21,7,0,85,,Major,72,55,64,49,0,7,4
710,Ya No Somos Ni Seremos,Christian Nodal,1,2022,2,18,18/2/2022,Sexta-Feira,866,16,319757142,27,84,32,7,140,G,Major,59,73,45,44,0,34,3
711,Thinking With My Dick,"Kevin Gates, Juicy J",2,2013,7,16,16/7/2013,Terça-Feira,1550,0,109091573,0,0,14,0,81,,Major,77,68,70,6,0,17,20
712,Freaky Deaky,"Tyga, Doja Cat",2,2022,2,25,25/2/2022,Sexta-Feira,1729,0,153240879,26,1,19,0,104,D,Minor,80,24,65,2,0,9,4
713,This Is What Falling In Love Feels Like,JVKE,1,2021,9,3,3/9/2021,Sexta-Feira,2005,0,346127840,16,5,43,0,129,B,Major,42,33,44,62,0,8,6
714,La Zona,Bad Bunny,1,2020,2,29,29/2/2020,Sábado,1188,0,312622938,13,1,15,0,94,C#,Minor,76,81,80,20,0,25,4
715,Bohemian Rhapsody ,Queen,1,1975,10,31,31/10/1975,Sexta-Feira,40112,3,2197010679,321,162,5.691,8,71,,Minor,41,23,40,27,0,30,5
716,Hope,XXXTENTACION,1,2018,3,16,16/3/2018,Sexta-Feira,3659,0,1200808494,11,10,267,0,146,A,Minor,59,23,46,66,0,15,6
717,Levitating,Dua Lipa,1,2020,3,27,27/3/2020,Sexta-Feira,9833,0,797196073,233,82,531,1,103,F#,Minor,69,90,88,5,0,29,8
718,Wake Me Up ,Avicii,1,2013,1,1,1/1/2013,Terça-Feira,50887,34,1970673297,315,160,6.284,1,124,D,Major,53,66,78,0,0,16,5
719,"Jealousy, Jealousy",Olivia Rodrigo,1,2021,5,21,21/5/2021,Sexta-Feira,3257,0,665765558,10,0,70,0,164,A#,Minor,70,71,58,24,0,7,13
720,Demasiadas Mujeres,C. Tangana,1,2020,10,8,8/10/2020,Quinta-Feira,2226,0,339473453,36,2,11,0,126,A,Minor,67,37,46,13,0,10,39
721,Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,22/2/2017,Quarta-Feira,23375,21,2204080728,336,188,2.692,3,103,B,Minor,61,47,65,3,0,17,4
722,Closer,"The Chainsmokers, Halsey",2,2016,5,31,31/5/2016,Terça-Feira,28032,0,2591224264,315,159,2.179,0,95,G#,Major,75,64,52,41,0,11,3
723,O.O,NMIXX,1,2022,2,22,22/2/2022,Terça-Feira,290,0,135444283,9,66,10,0,200,B,Minor,39,28,77,4,0,6,29
724,Somebody That I Used To Know,"Gotye, Kimbra",2,2011,1,1,1/1/2011,Sábado,42798,0,1457139296,217,136,6.508,1,129,,Major,86,75,52,54,0,10,4
725,Tom'S Diner,"AnnenMayKantereit, Giant Rooks",2,2019,6,28,28/6/2019,Sexta-Feira,2605,0,236872197,15,48,50,0,98,F#,Minor,68,33,43,38,0,36,14
726,First Class,Jack Harlow,1,2022,4,8,8/4/2022,Sexta-Feira,8737,0,694525298,163,32,137,15,107,G#,Major,91,32,56,3,0,11,10
727,Plan A,Paulo Londra,1,2022,3,23,23/3/2022,Quarta-Feira,1105,0,240661097,32,0,19,0,174,,Major,58,56,83,5,0,7,4
728,Fuera Del Mercado,Danny Ocean,1,2022,2,17,17/2/2022,Quinta-Feira,2499,21,421365166,68,24,43,1,92,G#,Major,45,27,67,32,0,13,14
729,X Última Vez,"Daddy Yankee, Bad Bunny",2,2022,3,25,25/3/2022,Sexta-Feira,2697,1,349746291,55,3,32,0,90,G,Major,81,59,83,9,0,11,5
730,When You'Re Gone,Shawn Mendes,1,2022,3,31,31/3/2022,Quinta-Feira,2092,0,255120451,75,11,44,0,147,F,Major,60,58,69,2,0,58,4
731,In My Head,Lil Tjay,1,2022,4,1,1/4/2022,Sexta-Feira,1185,0,190981339,21,0,31,0,143,C#,Major,68,41,55,16,0,10,12
732,Wait A Minute!,Willow,1,2015,1,11,11/1/2015,Domingo,11985,0,924193303,79,80,250,3,101,D#,Minor,76,63,71,3,0,10,3
733,Love Dive,IVE,1,2022,4,5,5/4/2022,Terça-Feira,753,8,305771063,28,124,13,0,118,C#,Minor,70,54,71,0,0,33,4
734,Pantysito,"Feid, Alejo, Robi",3,2022,3,18,18/3/2022,Sexta-Feira,2995,0,273005485,49,17,30,0,98,G,Minor,83,63,74,14,0,16,6
735,Chance,Paulo Londra,1,2022,4,6,6/4/2022,Quarta-Feira,225,0,89566512,11,0,7,0,138,C#,Minor,72,22,46,24,0,9,6
736,Cool For The Summer,Demi Lovato,1,2015,1,1,1/1/2015,Quinta-Feira,9243,0,677389855,155,5,577,0,114,F,Minor,59,30,62,1,0,8,4
737,Psychofreak ,"Camila Cabello, Willow",2,2022,4,7,7/4/2022,Quinta-Feira,918,0,75476209,24,0,52,0,180,G,Minor,63,45,64,34,0,9,8
738,Angel Baby,Troye Sivan,1,2021,9,9,9/9/2021,Quinta-Feira,1959,9,408843328,52,25,32,0,145,B,Major,56,41,57,1,0,13,3
739,Vampiro,"Matuê, Wiu,",3,2022,1,30,30/1/2022,Domingo,540,4,187772591,26,3,39,0,115,G#,Minor,78,63,64,1,0,7,4
740,Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,2022,3,31,31/3/2022,Quinta-Feira,859,0,178512385,14,0,11,0,82,A#,Major,79,48,84,13,0,21,23
741,Right On,Lil Baby,1,2022,4,8,8/4/2022,Sexta-Feira,1116,0,101780047,31,9,15,0,166,D,Major,70,22,61,2,0,10,34
742,Me Arrepentí,"Ak4:20, Cris Mj, Pailita",3,2022,3,30,30/3/2022,Quarta-Feira,273,2,118381354,12,2,4,0,92,,Major,86,91,79,29,0,60,16
743,That'S Hilarious,Charlie Puth,1,2022,4,8,8/4/2022,Sexta-Feira,686,2,146363130,11,6,12,0,108,F#,Major,71,55,44,74,0,11,6
744,Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,25/3/2022,Sexta-Feira,226,0,126443991,5,0,4,0,84,E,Minor,71,63,45,45,0,11,3
745,Rumbatón,Daddy Yankee,1,2022,3,25,25/3/2022,Sexta-Feira,1264,0,157990698,20,4,52,0,95,D#,Minor,69,90,91,6,0,35,4
746,Sentadona ,"Luísa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,2022,3,17,17/3/2022,Quinta-Feira,870,0,176290831,32,0,49,0,135,D#,Minor,93,77,45,25,0,13,27
747,Falling,Harry Styles,1,2019,12,13,13/12/2019,Sexta-Feira,7556,0,1023187129,124,24,254,0,110,E,Major,57,6,27,84,0,9,3
748,Sigue,"Ed Sheeran, J Balvin",2,1996,11,24,24/11/1996,Domingo,1370,0,106933107,46,8,60,0,88,G,Major,89,59,64,5,0,19,7
749,Fim De Semana No Rio,teto,1,2022,3,30,30/3/2022,Quarta-Feira,315,2,139193812,27,2,31,0,119,C#,Minor,87,28,50,12,0,10,10
750,Maniac,Stray Kids,1,2022,3,18,18/3/2022,Sexta-Feira,651,0,212234990,6,188,20,0,120,C#,Major,58,71,80,15,0,7,41
751,There'S Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,23/9/2016,Sexta-Feira,12382,0,1714490998,229,57,"1,37",2,122,D,Major,86,97,80,36,0,9,6
752,Idgaf ,"Blackbear, BoyWithUke",2,2022,3,18,18/3/2022,Sexta-Feira,625,0,197643795,10,2,13,0,98,F,Major,78,83,75,41,0,27,8
753,Golden,Harry Styles,1,2019,12,13,13/12/2019,Sexta-Feira,8429,1,807015863,85,24,200,0,140,E,Minor,45,25,84,21,0,13,6
754,Get Lucky ,"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,1/1/2013,Terça-Feira,52898,0,933815613,203,1,8.215,0,116,F#,Minor,79,87,81,4,0,10,4
755,Ain'T Shit,Doja Cat,1,2021,6,25,25/6/2021,Sexta-Feira,3436,0,499710590,32,6,46,0,124,D#,Major,86,62,49,51,0,35,21
756,Nobody Like U ,"Jordan Fisher, Josh Levi, Finneas O'Connell,Topher Ngo, Grayson Vill",6,2022,2,25,25/2/2022,Sexta-Feira,918,0,120847157,34,39,30,0,105,A,Minor,91,73,72,13,0,9,15
